ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice,10th choice,11th choice
001103-00-0675, C01,C06,,,,,,,,,
001103-00-0682, C01,,,,,,,,,,
001103-00-0685, C01,C11,C04,C09,C06,,,,,,
001103-00-0691, C01,,,,,,,,,,
001103-00-0692, C01,C07,C11,,,,,,,,
001103-00-0693, C01,,,,,,,,,,
001103-00-0698, C01,C07,C06,C05,C10,C11,C02,C03,C04,C09,C08
001103-00-0703, C01,C04,C06,C07,C10,C11,C02,C03,C08,C09,
001103-00-0704, C01,,,,,,,,,,
001103-00-0708, C01,,,,,,,,,,
001103-00-0720, C01,C05,C10,,,,,,,,
001103-00-0722, C01,,,,,,,,,,
001103-00-0727, C01,C06,C11,,,,,,,,
001103-00-0729, C01,,,,,,,,,,
001103-00-0732, C01,,,,,,,,,,
001103-00-0746, C01,C11,C10,C06,C07,C04,,,,,
001103-00-0747, C01,C06,C05,,,,,,,,
001103-00-0750, C01,,,,,,,,,,
001103-00-0751, C01,,,,,,,,,,
001103-00-0760, C01,C10,C04,,,,,,,,
001103-00-0786, C01,C06,C11,C10,C04,C07,,,,,
001103-00-0852, C01,C03,C11,C04,,,,,,,
001103-00-0856, C01,,,,,,,,,,
001103-00-0858, C01,C04,C06,C07,C10,C11,,,,,
001103-00-0860, C01,C05,,,,,,,,,
001103-00-0872, C01,C11,C07,C06,C05,,,,,,
001103-00-0874, C01,C05,,,,,,,,,
001103-00-0892, C01,C07,C10,C11,C06,C04,,,,,
001103-00-0896, C01,C11,C10,,,,,,,,
001103-00-0912, C01,C10,C11,C04,C06,C07,,,,,
001103-00-0920, C01,C02,C04,C05,C08,C09,C03,C06,C07,,
001103-00-0929, C01,C06,C11,C05,,,,,,,
001103-00-0941, C01,C04,C06,C09,C10,,,,,,
001103-00-0959, C01,,,,,,,,,,
001103-00-0962, C01,,,,,,,,,,
001103-00-0966, C01,C02,C08,C10,C05,C03,C06,,,,
001103-00-0972, C01,C04,,,,,,,,,
001103-00-0987, C01,C07,,,,,,,,,
001103-00-0998, C01,C02,C09,C06,C11,C10,C05,C04,C03,C08,C07
001103-00-1007, C01,C05,C02,C04,C06,C07,,,,,
001103-00-1014, C01,C03,C08,,,,,,,,
001103-00-1053, C01,C09,C07,,,,,,,,
001103-00-1055, C01,C06,C05,,,,,,,,
001103-00-1063, C01,C07,C08,,,,,,,,
001103-00-1069, C01,C05,C03,,,,,,,,
001103-00-1072, C01,C08,C05,,,,,,,,
001103-00-1106, C01,C05,C10,,,,,,,,
001103-00-1110, C01,C05,C10,,,,,,,,
001103-00-1120, C01,C06,C04,C02,,,,,,,
001103-00-1125, C01,C08,C05,C03,,,,,,,
001103-00-1138, C01,,,,,,,,,,
001103-00-1139, C01,,,,,,,,,,
001103-00-1189, C01,C09,C08,C04,C06,,,,,,
001103-00-1195, C01,C04,,,,,,,,,
001103-00-1197, C01,,,,,,,,,,
001103-00-1199, C01,C11,C04,,,,,,,,
001103-00-1221, C01,,,,,,,,,,
001103-00-1231, C01,C10,C11,C04,C07,C02,C03,,,,
001103-00-1240, C01,C04,C06,C09,,,,,,,
001103-00-1253, C01,C11,C07,,,,,,,,
001103-00-1255, C01,C09,C06,,,,,,,,
001103-00-1259, C01,C10,C06,C08,C05,C04,,,,,
001103-00-1262, C01,C03,C07,,,,,,,,
001103-00-1279, C01,C07,C04,C09,C08,,,,,,
001103-00-1289, C01,C03,C05,,,,,,,,
001103-00-1293, C01,C11,C06,C07,C05,,,,,,
001103-00-1305, C01,C05,C03,C08,C09,C10,,,,,
001103-00-1306, C01,C11,C10,C02,C05,C03,,,,,
001103-00-1315, C01,,,,,,,,,,
001103-00-1325, C01,C03,C04,C06,C07,C10,C11,,,,
001103-00-1342, C01,C11,,,,,,,,,
001103-00-1346, C01,C10,C11,C07,,,,,,,
001103-00-1351, C01,C11,C10,C04,C05,,,,,,
001103-00-1356, C01,,,,,,,,,,
001103-00-1374, C01,C07,C06,,,,,,,,
001103-00-1405, C01,C09,C04,,,,,,,,
001103-00-1410, C01,,,,,,,,,,
001103-00-1415, C01,C10,C07,C03,C11,,,,,,
001103-00-1429, C01,,,,,,,,,,
001103-00-1432, C01,C06,C07,C04,C10,,,,,,
001103-00-1435, C01,C07,C04,,,,,,,,
001103-00-1440, C01,C06,C04,C02,C08,C11,C10,C07,C03,C09,
001103-00-1458, C01,C06,C04,C05,C09,C02,C03,C08,C11,C07,C10
001103-00-1465, C01,,,,,,,,,,
001103-00-1467, C01,C06,C09,,,,,,,,
001103-00-1498, C01,C07,C10,,,,,,,,
001103-00-1502, C01,C06,C10,,,,,,,,
001103-00-1511, C01,C02,,,,,,,,,
001103-00-1534, C01,,,,,,,,,,
001103-00-1560, C01,,,,,,,,,,
001103-00-1561, C01,C04,C11,C10,C06,,,,,,
001103-00-1570, C01,C04,C10,C06,C07,C11,,,,,
001103-00-1595, C01,C04,C07,,,,,,,,
001103-00-1618, C01,,,,,,,,,,
001103-00-1622, C01,C04,,,,,,,,,
001103-00-1633, C01,,,,,,,,,,
001103-00-1635, C01,,,,,,,,,,
001103-00-1659, C01,,,,,,,,,,
001103-00-1670, C01,,,,,,,,,,
001103-00-1681, C01,C06,C04,C05,C11,,,,,,
001103-00-0068, C01,WI01,C11,,,,,,,,
001103-00-0075, C01,C06,C11,C10,C07,,,,,,
001103-00-0076, C01,C09,C10,C07,,,,,,,
001103-00-0077, C01,C03,C10,C07,C08,C06,C04,,,,
001103-00-0078, C01,C08,WI01,,,,,,,,
001103-00-0080, C01,,,,,,,,,,
001103-00-0085, C01,C03,C08,,,,,,,,
001103-00-0087, C01,C05,C03,,,,,,,,
000102-00-0001, C01,C06,C07,,,,,,,,
000102-00-0003, C01,,,,,,,,,,
000102-00-0009, C01,,,,,,,,,,
000102-00-0011, C01,C04,C06,C07,,,,,,,
000102-00-0014, C01,C03,C05,,,,,,,,
000102-00-0016, C01,C08,C09,,,,,,,,
000102-00-0018, C01,C03,,,,,,,,,
000102-00-0020, C01,C06,C11,C07,C08,,,,,,
000102-00-0021, C01,C07,C02,C03,C05,C08,C09,C11,,,
000102-00-0024, C01,C03,C06,,,,,,,,
000102-00-0025, C01,C04,,,,,,,,,
000102-00-0029, C01,C11,C07,C06,,,,,,,
000102-00-0037, C01,C09,,,,,,,,,
000102-00-0058, C01,,,,,,,,,,
000102-00-0060, C01,,,,,,,,,,
000102-00-0079, C01,C06,C07,,,,,,,,
000102-00-0088, C01,C03,C05,,,,,,,,
000102-00-0091, C01,C02,C04,,,,,,,,
000102-00-0103, C01,C11,C04,C08,C07,C06,C10,C02,C05,C03,C09
000102-00-0114, C01,C05,C06,C07,C11,,,,,,
000102-00-0117, C01,,,,,,,,,,
000102-00-0120, C01,C04,,,,,,,,,
000102-00-0127, C01,,,,,,,,,,
000102-00-0132, C01,C11,C09,C06,C04,C02,C08,C07,C03,C05,
000102-00-0141, C01,C06,,,,,,,,,
000102-00-0170, C01,C06,,,,,,,,,
000102-00-0174, C01,,,,,,,,,,
000102-00-0178, C01,C11,C07,C04,,,,,,,
000102-00-0184, C01,C07,C08,C09,C02,C03,C05,,,,
000102-00-0186, C01,C04,C09,,,,,,,,
000102-00-0194, C01,,,,,,,,,,
000102-00-0195, C01,C05,,,,,,,,,
000102-00-0197, C01,C06,,,,,,,,,
000102-00-0200, C01,C05,C10,,,,,,,,
000102-00-0201, C01,C04,C05,,,,,,,,
000102-00-0203, C01,C05,,,,,,,,,
000102-00-0209, C01,,,,,,,,,,
000102-00-0211, C01,C05,,,,,,,,,
000102-00-0215, C01,,,,,,,,,,
000102-00-0219, C01,C07,C03,,,,,,,,
000102-00-0221, C01,C06,C04,,,,,,,,
000102-00-0223, C01,,,,,,,,,,
000102-00-0228, C01,,,,,,,,,,
000102-00-0230, C01,C11,C10,C07,C04,,,,,,
000102-00-0231, C01,,,,,,,,,,
000102-00-0234, C01,C05,,,,,,,,,
000102-00-0238, C01,C07,C03,,,,,,,,
000102-00-0247, C01,,,,,,,,,,
000102-00-0248, C01,C06,,,,,,,,,
000102-00-0251, C01,C06,,,,,,,,,
000102-00-0252, C01,C02,C07,,,,,,,,
000102-00-0254, C01,C02,C07,,,,,,,,
000102-00-0257, C01,C04,C06,C07,C10,C11,,,,,
000102-00-0259, C01,C04,C06,C07,C10,C11,,,,,
000102-00-0261, C01,C04,,,,,,,,,
000102-00-0262, C01,,,,,,,,,,
000102-00-0265, C01,C04,,,,,,,,,
000102-00-0267, C01,C02,C07,,,,,,,,
000102-00-0271, C01,,,,,,,,,,
000102-00-0272, C01,,,,,,,,,,
000102-00-0274, C01,,,,,,,,,,
000102-00-0277, C01,,,,,,,,,,
000102-00-0280, C01,,,,,,,,,,
000102-00-0283, C01,,,,,,,,,,
000102-00-0287, C01,,,,,,,,,,
000102-00-0291, C01,,,,,,,,,,
000102-00-0292, C01,,,,,,,,,,
000102-00-0293, C01,,,,,,,,,,
000102-00-0302, C01,C11,,,,,,,,,
000102-00-0303, C01,,,,,,,,,,
000102-00-0311, C01,,,,,,,,,,
000102-00-0316, C01,,,,,,,,,,
000102-00-0318, C01,,,,,,,,,,
000102-00-0324, C01,C05,C08,C03,C02,,,,,,
000102-00-0326, C01,C06,C05,C04,C02,C08,C09,C10,C11,C03,C07
000102-00-0328, C01,C02,C03,C06,,,,,,,
000102-00-0329, C01,,,,,,,,,,
000102-00-0331, C01,C04,,,,,,,,,
000102-00-0333, C01,,,,,,,,,,
000102-00-0344, C01,C02,,,,,,,,,
000102-00-0350, C01,C04,C06,,,,,,,,
000102-00-0353, C01,,,,,,,,,,
000102-00-0354, C01,,,,,,,,,,
000102-00-0361, C01,,,,,,,,,,
000102-00-0362, C01,,,,,,,,,,
000102-00-0365, C01,C04,C06,C07,C10,,,,,,
000102-00-0369, C01,,,,,,,,,,
000102-00-0372, C01,C11,C06,,,,,,,,
000102-00-0378, C01,C07,,,,,,,,,
000102-00-0381, C01,C11,C08,,,,,,,,
000102-00-0392, C01,,,,,,,,,,
000102-00-0395, C01,,,,,,,,,,
000102-00-0397, C01,C06,,,,,,,,,
000102-00-0399, C01,C05,C11,,,,,,,,
000102-00-0400, C01,C05,,,,,,,,,
000102-00-0405, C01,,,,,,,,,,
000102-00-0416, C01,,,,,,,,,,
000102-00-0418, C01,,,,,,,,,,
000102-00-0421, C01,C09,C02,C06,C07,,,,,,
000102-00-0424, C01,C05,C06,,,,,,,,
000102-00-0432, C01,,,,,,,,,,
000102-00-0436, C01,,,,,,,,,,
000102-00-0442, C01,C06,,,,,,,,,
000102-00-0445, C01,C10,,,,,,,,,
000102-00-0448, C01,C10,,,,,,,,,
000102-00-0452, C01,C05,,,,,,,,,
000102-00-0458, C01,C06,,,,,,,,,
000102-00-0459, C01,,,,,,,,,,
000102-00-0462, C01,,,,,,,,,,
000102-00-0470, C01,,,,,,,,,,
000102-00-0472, C01,,,,,,,,,,
000102-00-0474, C01,C07,C04,,,,,,,,
000102-00-0476, C01,,,,,,,,,,
000102-00-0483, C01,C04,C09,,,,,,,,
000102-00-0484, C01,C04,C05,,,,,,,,
000102-00-0487, C01,,,,,,,,,,
000102-00-0490, C01,C04,C02,,,,,,,,
000102-00-0491, C01,C02,C04,C07,,,,,,,
000102-00-0494, C01,,,,,,,,,,
000102-00-0499, C01,,,,,,,,,,
000102-00-0508, C01,,,,,,,,,,
000102-00-0510, C01,C02,,,,,,,,,
000102-00-0514, C01,,,,,,,,,,
000102-00-0517, C01,,,,,,,,,,
000102-00-0519, C01,,,,,,,,,,
000102-00-0527, C01,,,,,,,,,,
000102-00-0528, C01,,,,,,,,,,
000102-00-0530, C01,C03,C05,C07,,,,,,,
000102-00-0535, C01,,,,,,,,,,
000102-00-0542, C01,C04,C09,,,,,,,,
000102-00-0545, C01,C02,C09,C11,C03,C04,C05,C06,C07,C08,C10
000102-00-0551, C01,,,,,,,,,,
000102-00-0552, C01,,,,,,,,,,
000102-00-0561, C01,C04,C06,C09,,,,,,,
000102-00-0562, C01,C06,,,,,,,,,
000102-00-0565, C01,,,,,,,,,,
000102-00-0568, C01,C04,C06,C07,C09,,,,,,
000102-00-0573, C01,C04,C05,C06,C07,C08,C09,C10,C11,,
000102-00-0575, C01,,,,,,,,,,
000102-00-0576, C01,C02,C03,C05,C08,C09,C11,C10,C07,C04,
000102-00-0578, C01,C04,,,,,,,,,
000102-00-0580, C01,C04,C06,C07,C11,C10,C09,C08,C03,C02,
000102-00-0582, C01,,,,,,,,,,
000102-00-0585, C01,,,,,,,,,,
000102-00-0598, C01,,,,,,,,,,
000102-00-0601, C01,,,,,,,,,,
000102-00-0606, C01,,,,,,,,,,
000102-00-0608, C01,C04,,,,,,,,,
000102-00-0610, C01,C04,,,,,,,,,
000102-00-0612, C01,C04,C02,C06,,,,,,,
000102-00-0619, C01,,,,,,,,,,
000102-00-0621, C01,,,,,,,,,,
000102-00-0626, C01,C06,,,,,,,,,
000102-00-0627, C01,C04,C06,,,,,,,,
000102-00-0632, C01,,,,,,,,,,
000102-00-0643, C01,,,,,,,,,,
000102-00-0647, C01,,,,,,,,,,
000102-00-0656, C01,C05,C03,C08,C10,,,,,,
000102-00-0658, C01,C05,C03,C06,C10,,,,,,
000102-00-0661, C01,,,,,,,,,,
000102-00-0663, C01,C11,C06,C04,C07,,,,,,
000102-00-0668, C01,C06,C02,C07,C04,C11,C10,C09,C08,C05,C03
000102-00-0670, C01,C06,C04,C02,C10,C09,C08,C07,C11,C03,
000102-00-0672, C01,C04,,,,,,,,,
000102-00-0675, C01,C04,C07,,,,,,,,
000102-00-0676, C01,C05,,,,,,,,,
000102-00-0684, C01,,,,,,,,,,
000102-00-0690, C01,C06,C04,,,,,,,,
000102-00-0693, C01,C07,C10,C11,C02,C05,C06,C08,C03,C09,C04
000102-00-0699, C01,C06,C10,,,,,,,,
000102-00-0706, C01,C04,C06,C10,,,,,,,
000102-00-0708, C01,C06,C04,,,,,,,,
000102-00-0712, C01,C04,C06,C07,C09,C10,C11,,,,
000102-00-0717, C01,,,,,,,,,,
000102-00-0718, C01,C05,C03,C08,C10,,,,,,
000102-00-0721, C01,C04,C09,,,,,,,,
000102-00-0729, C01,C04,C06,C09,,,,,,,
000102-00-0730, C01,C06,,,,,,,,,
000102-00-0735, C01,,,,,,,,,,
000102-00-0737, C01,C10,C02,,,,,,,,
000102-00-0741, C01,C05,C07,,,,,,,,
000102-00-0743, C01,C04,C09,C11,C05,C06,C10,C07,,,
000102-00-0747, C01,C06,C07,,,,,,,,
000102-00-0749, C01,C04,C10,,,,,,,,
000102-00-0750, C01,C04,,,,,,,,,
000102-00-0753, C01,C04,,,,,,,,,
000102-00-0757, C01,C06,C08,C04,C11,C07,,,,,
000102-00-0763, C01,C04,C07,C10,C11,,,,,,
000102-00-0764, C01,,,,,,,,,,
000102-00-0769, C01,C06,,,,,,,,,
000102-00-0773, C01,,,,,,,,,,
000102-00-0779, C01,C06,C04,C07,C10,C11,C05,C03,C02,C08,C09
000102-00-0781, C01,C09,,,,,,,,,
000102-00-0787, C01,C04,,,,,,,,,
000102-00-0788, C01,,,,,,,,,,
000102-00-0790, C01,C06,C04,C07,C11,C10,C08,C02,C03,C05,
000102-00-0798, C01,C11,,,,,,,,,
000102-00-0801, C01,C07,C06,C10,C11,C04,,,,,
000102-00-0803, C01,C05,,,,,,,,,
000102-00-0810, C01,C06,C11,,,,,,,,
000102-00-0819, C01,,,,,,,,,,
000102-00-0821, C01,C04,C09,,,,,,,,
000102-00-0834, C01,C06,C10,C11,,,,,,,
000102-00-0839, C01,C04,C06,,,,,,,,
000102-00-0847, C01,,,,,,,,,,
000102-00-0853, C01,C04,C06,C07,C09,C11,,,,,
000102-00-0856, C01,C09,C04,C06,C11,C07,,,,,
000102-00-0860, C01,,,,,,,,,,
000102-00-0872, C01,,,,,,,,,,
000102-00-0874, C01,C04,C06,C11,C07,,,,,,
000102-00-0881, C01,C02,C03,C04,,,,,,,
000102-00-0886, C01,,,,,,,,,,
000102-00-0887, C01,,,,,,,,,,
000102-00-0902, C01,,,,,,,,,,
000102-00-0904, C01,,,,,,,,,,
000102-00-0909, C01,,,,,,,,,,
000102-00-0922, C01,C11,C07,,,,,,,,
000102-00-0927, C01,C06,C05,C03,C04,,,,,,
000102-00-0931, C01,C06,C09,,,,,,,,
000102-00-0932, C01,C06,C07,,,,,,,,
000102-00-0936, C01,,,,,,,,,,
000102-00-0941, C01,,,,,,,,,,
000102-00-0944, C01,,,,,,,,,,
000102-00-0947, C01,,,,,,,,,,
000102-00-0951, C01,C04,,,,,,,,,
000102-00-0958, C01,,,,,,,,,,
000102-00-0985, C01,,,,,,,,,,
000102-00-1001, C01,C04,,,,,,,,,
000102-00-1028, C01,,,,,,,,,,
000102-00-1037, C01,C04,,,,,,,,,
000102-00-1045, C01,C06,C10,C08,,,,,,,
000102-00-1049, C01,C04,C06,,,,,,,,
000102-00-1055, C01,C05,C06,,,,,,,,
000102-00-1066, C01,C06,,,,,,,,,
000102-00-0027, C01,C06,C11,,,,,,,,
000102-00-0028, C01,C04,C10,,,,,,,,
000102-00-0029, C01,,,,,,,,,,
000102-00-0034, C01,WI01,,,,,,,,,
000102-00-0035, C01,C04,WI01,,,,,,,,
000702-00-0026, C01,C10,C06,C08,,,,,,,
000702-00-0061, C01,C10,C06,C08,,,,,,,
000702-00-0150, C01,C11,C07,C10,C04,C05,,,,,
000702-00-0180, C01,C07,C10,C11,C06,C05,,,,,
000703-00-0017, C01,,,,,,,,,,
000703-00-0029, C01,,,,,,,,,,
000703-00-0099, C01,C04,C06,C10,C08,C03,,,,,
000703-00-0108, C01,C04,C06,C10,C11,C09,,,,,
000902-00-0004, C01,C10,,,,,,,,,
000902-00-0032, C01,,,,,,,,,,
000902-00-0054, C01,C11,C10,C07,,,,,,,
000902-00-0088, C01,C05,C06,C07,C10,,,,,,
000902-00-0092, C01,C03,C08,C11,,,,,,,
000902-00-0132, C01,,,,,,,,,,
000902-00-0166, C01,C06,C03,C10,C08,C04,,,,,
000902-00-0210, C01,C06,C07,C02,,,,,,,
000902-00-0219, C01,,,,,,,,,,
000902-00-0246, C01,C07,C06,C05,C04,C11,C02,,,,
000902-00-0253, C01,C06,C02,C04,C05,C09,,,,,
000902-00-0261, C01,C04,C06,C07,C10,C11,,,,,
000902-00-0263, C01,C04,C08,C06,,,,,,,
000902-00-0287, C01,C04,C07,C10,,,,,,,
000902-00-0289, C01,,,,,,,,,,
000902-00-0309, C01,C06,C04,C05,C08,C02,,,,,
000902-00-0328, C01,C05,C06,,,,,,,,
000902-00-0340, C01,C06,C11,C10,C04,C05,C02,C03,C08,,
000902-00-0345, C01,C06,,,,,,,,,
000902-00-0347, C01,,,,,,,,,,
000902-00-0351, C01,C06,,,,,,,,,
000902-00-0360, C01,,,,,,,,,,
000902-00-0363, C01,C06,C05,,,,,,,,
000902-00-0366, C01,,,,,,,,,,
000902-00-0373, C01,C09,,,,,,,,,
000902-00-0384, C01,C11,C06,C04,C10,,,,,,
000902-00-0388, C01,C02,C09,C06,C05,C04,,,,,
000902-00-0398, C01,,,,,,,,,,
000902-00-0416, C01,C02,,,,,,,,,
000902-00-0417, C01,C02,C04,C11,,,,,,,
000902-00-0420, C01,C06,C07,C02,,,,,,,
000902-00-0424, C01,C04,C05,C08,C10,,,,,,
000902-00-0429, C01,,,,,,,,,,
000902-00-0437, C01,,,,,,,,,,
000902-00-0440, C01,C05,C04,,,,,,,,
000902-00-0447, C01,C04,C10,,,,,,,,
000902-00-0467, C01,C05,,,,,,,,,
000902-00-0490, C01,C06,C07,C05,,,,,,,
000902-00-0511, C01,,,,,,,,,,
000902-00-0518, C01,,,,,,,,,,
000902-00-0527, C01,C05,C07,,,,,,,,
000902-00-0530, C01,C09,,,,,,,,,
000902-00-0531, C01,C04,C06,C07,C10,C11,,,,,
000902-00-0535, C01,C02,C11,,,,,,,,
000902-00-0539, C01,,,,,,,,,,
000902-00-0543, C01,,,,,,,,,,
000902-00-0545, C01,,,,,,,,,,
000902-00-0549, C01,C02,,,,,,,,,
000902-00-0555, C01,C02,C06,C07,C08,C10,,,,,
000902-00-0559, C01,C02,C11,,,,,,,,
000902-00-0561, C01,C02,C06,C09,,,,,,,
000902-00-0563, C01,C02,C06,C09,C05,,,,,,
000902-00-0567, C01,,,,,,,,,,
000902-00-0569, C01,,,,,,,,,,
000902-00-0581, C01,C02,C04,C06,C10,C11,,,,,
000902-00-0585, C01,C11,C10,C08,C07,C04,C03,,,,
000902-00-0587, C01,,,,,,,,,,
000902-00-0589, C01,C04,C06,C07,C10,C11,,,,,
000902-00-0591, C01,,,,,,,,,,
000902-00-0593, C01,,,,,,,,,,
000902-00-0601, C01,C04,C07,,,,,,,,
000902-00-0605, C01,,,,,,,,,,
000902-00-0612, C01,,,,,,,,,,
000902-00-0615, C01,C06,C02,,,,,,,,
000902-00-0620, C01,C02,C07,,,,,,,,
000902-00-0626, C01,C03,C05,C07,,,,,,,
000902-00-0634, C01,C06,,,,,,,,,
000902-00-0638, C01,,,,,,,,,,
000902-00-0640, C01,C11,,,,,,,,,
000902-00-0652, C01,C06,C02,C03,C09,C08,C05,C11,,,
000902-00-0674, C01,C06,C08,,,,,,,,
000902-00-0680, C01,C04,C05,,,,,,,,
000902-00-0695, C01,,,,,,,,,,
000902-00-0701, C01,C06,C04,,,,,,,,
000902-00-0703, C01,C02,C03,C05,C08,C09,,,,,
000902-00-0706, C01,C05,C03,C04,C09,,,,,,
000902-00-0719, C01,C06,C07,,,,,,,,
000902-00-0721, C01,C04,C10,,,,,,,,
000902-00-0737, C01,C08,C04,C11,C10,,,,,,
000902-00-0743, C01,C08,C03,C04,,,,,,,
000902-00-0751, C01,C10,C05,C04,,,,,,,
000902-00-0758, C01,C04,C06,C07,C10,C11,C03,,,,
000902-00-0767, C01,,,,,,,,,,
000902-00-0785, C01,C05,,,,,,,,,
000902-00-0787, C01,C05,C06,C07,C08,C10,,,,,
000902-00-0803, C01,,,,,,,,,,
000902-00-0864, C01,C06,,,,,,,,,
000902-00-0867, C01,C05,,,,,,,,,
000902-00-0869, C01,,,,,,,,,,
000902-00-0878, C01,C11,C10,C04,,,,,,,
000902-00-0884, C01,C06,C05,C07,C10,C04,C02,C08,,,
000902-00-0886, C01,C05,C04,C07,C10,C11,,,,,
000902-00-0901, C01,C04,C07,C10,C11,C06,,,,,
000902-00-0904, C01,,,,,,,,,,
000902-00-0908, C01,C06,C04,C09,,,,,,,
000902-00-0917, C01,,,,,,,,,,
000902-00-0928, C01,C05,C10,,,,,,,,
000902-00-0931, C01,C05,,,,,,,,,
000902-00-0942, C01,C08,,,,,,,,,
000902-00-0954, C01,C05,C09,C04,,,,,,,
000902-00-0972, C01,C02,,,,,,,,,
000902-00-0976, C01,C05,C07,C06,C11,C02,C03,C04,C08,C09,C10
000902-00-0985, C01,C07,C06,C10,C11,C04,,,,,
000902-00-0993, C01,C06,C07,C10,C11,C04,,,,,
000902-00-0998, C01,C06,C07,,,,,,,,
000902-00-1023, C01,C10,C06,C07,C11,C05,C09,C04,C03,C02,C08
000902-00-1041, C01,C11,C08,C04,C10,C09,,,,,
000902-00-1048, C01,C02,C06,C10,C11,,,,,,
000902-00-1099, C01,C06,,,,,,,,,
000902-00-1105, C01,C03,,,,,,,,,
000902-00-1110, C01,C06,C09,C04,C11,C10,C07,C03,C02,C08,
000902-00-1137, C01,C10,C06,C05,C11,,,,,,
000902-00-1144, C01,C07,C10,C06,,,,,,,
000902-00-1155, C01,C10,C05,,,,,,,,
000902-00-1157, C01,C10,C05,,,,,,,,
000902-00-1173, C01,C10,C04,C06,C11,C07,C05,C02,C09,C08,C03
000902-00-1200, C01,C02,C05,,,,,,,,
000902-00-1204, C01,,,,,,,,,,
000902-00-1226, C01,C06,C11,,,,,,,,
000902-00-1229, C01,C06,C11,,,,,,,,
000902-00-1264, C01,C04,C06,C08,C10,C03,C07,,,,
000902-00-1279, C01,C02,C06,,,,,,,,
000902-00-1291, C01,C05,C07,C04,C06,C11,,,,,
000902-00-1295, C01,C02,C09,C08,C05,,,,,,
000902-00-1298, C01,C04,C08,C10,C11,C07,C06,C02,C03,C05,
000902-00-1311, C01,C06,,,,,,,,,
000902-00-1366, C01,C10,C04,C07,,,,,,,
000902-00-1419, C01,C04,C06,C07,C10,C11,C02,C03,C05,C08,C09
000902-00-1460, C01,C02,C06,C05,C07,,,,,,
000902-00-1468, C01,C11,,,,,,,,,
000902-00-1501, C01,C04,C10,C06,,,,,,,
000902-00-1535, C01,C06,C05,C11,,,,,,,
000902-00-1536, C01,C04,C07,C06,C03,,,,,,
000902-00-0047, C01,C07,,,,,,,,,
000902-00-0059, C01,,,,,,,,,,
000902-00-0060, C01,,,,,,,,,,
000902-00-0061, C01,C10,C07,C02,C03,C11,C09,C06,C05,C04,C08
000303-00-0011, C01,C06,C08,C07,C04,C11,C10,C05,C09,C03,
000303-00-0024, C01,C04,C06,C07,,,,,,,
000303-00-0043, C01,,,,,,,,,,
000303-00-0062, C01,,,,,,,,,,
000303-00-0064, C01,,,,,,,,,,
000303-00-0114, C01,C06,C02,,,,,,,,
000303-00-0131, C01,C11,C04,C07,C06,,,,,,
000303-00-0154, C01,C07,,,,,,,,,
000303-00-0205, C01,C11,C04,C06,C07,C08,,,,,
000303-00-0253, C01,,,,,,,,,,
000303-00-0254, C01,C04,C07,C06,C11,,,,,,
000303-00-0285, C01,C04,,,,,,,,,
000303-00-0296, C01,,,,,,,,,,
000303-00-0336, C01,,,,,,,,,,
000303-00-0471, C01,C10,C11,,,,,,,,
000303-00-0537, C01,C04,C09,C07,C06,,,,,,
000303-00-0596, C01,C08,,,,,,,,,
000303-00-0631, C01,C07,C11,,,,,,,,
000303-00-0050, C01,C06,C11,C09,C07,C04,C10,C08,C05,C03,C02
001002-00-0016, C01,C11,C10,C07,C06,C04,,,,,
001002-00-0040, C01,C10,C06,C03,C11,,,,,,
001002-00-0135, C01,C03,,,,,,,,,
001002-00-0139, C01,C11,C10,C04,C06,C07,C02,,,,
001002-00-0193, C01,,,,,,,,,,
001002-00-0208, C01,C06,,,,,,,,,
001002-00-0222, C01,,,,,,,,,,
001002-00-0239, C01,C04,C07,C10,C11,C02,C09,C08,,,
001002-00-0262, C01,C04,C07,C08,,,,,,,
001002-00-0338, C01,C07,C11,C05,,,,,,,
001002-00-0362, C01,C06,C07,C04,,,,,,,
001002-00-0367, C01,C04,C06,C07,C09,,,,,,
001002-00-0400, C01,C03,C05,C06,C04,,,,,,
001002-00-0409, C01,C06,C07,,,,,,,,
001002-00-0539, C01,C02,C09,,,,,,,,
001002-00-0541, C01,,,,,,,,,,
001002-00-0559, C01,C06,,,,,,,,,
001002-00-0621, C01,C03,C07,,,,,,,,
001002-00-0665, C01,C08,C07,C06,C11,C10,C04,,,,
001002-00-0731, C01,C11,C10,,,,,,,,
001002-00-0745, C01,C11,C10,C06,C07,C09,C05,C02,C03,C08,C04
001002-00-0753, C01,C03,C05,C06,,,,,,,
001002-00-0765, C01,C05,C08,C07,C10,C06,C11,,,,
001002-00-0813, C01,C11,C07,C06,,,,,,,
001002-00-0850, C01,C11,C10,,,,,,,,
001002-00-0866, C01,C07,,,,,,,,,
001002-00-0892, C01,C05,C06,C11,C04,,,,,,
001002-00-0893, C01,C05,C02,C04,C06,C11,C10,C08,,,
001002-00-0897, C01,C07,C06,,,,,,,,
001002-00-0904, C01,C10,C04,,,,,,,,
001002-00-0908, C01,C09,C08,,,,,,,,
001002-00-0912, C01,C02,C05,C09,C03,C10,C07,C04,C08,,
001002-00-0975, C01,,,,,,,,,,
001002-00-0990, C01,C03,C05,C04,,,,,,,
001002-00-0992, C01,C03,C05,C04,C02,C08,C09,,,,
